time,event,entry,pHCl,pH2SO4,HNO3
44.00,0.00,14.00,0.60,1.77,0.25
49.00,0.00,19.00,0.43,1.73,0.27
69.00,0.00,39.00,0.46,1.68,0.24
49.00,0.00,19.00,0.32,1.70,0.28
5.40,0.00,0.00,0.64,1.68,0.23
34.00,0.00,4.00,0.60,1.52,0.16
30.00,0.00,0.00,0.70,1.77,0.37
17.60,0.00,0.00,0.57,1.62,0.23
75.00,0.00,45.00,0.82,1.66,0.18
84.10,1.00,58.00,0.62,1.68,0.23
30.00,0.00,0.00,0.45,1.62,0.25
49.30,1.00,42.00,0.82,1.77,0.38
72.00,0.00,42.00,0.56,1.72,0.24
12.30,0.00,0.00,0.56,1.65,0.24
15.70,0.00,0.00,0.52,1.70,0.28
86.00,0.00,56.00,0.46,1.72,0.26
27.40,1.00,0.00,0.42,1.63,0.24
64.00,0.00,34.00,0.41,1.71,0.27
108.00,0.00,78.00,0.67,1.54,0.18
42.40,1.00,28.00,0.32,1.59,0.31
26.40,0.00,0.00,0.57,1.59,0.21
43.00,0.00,13.00,0.41,1.68,0.27
76.00,0.00,46.00,0.33,1.56,0.27
108.00,0.00,78.00,0.56,1.67,0.33
52.00,0.00,22.00,0.51,1.65,0.27
41.00,0.00,11.00,0.67,1.78,0.24
68.00,0.00,38.00,0.70,1.58,0.23
19.60,1.00,0.00,0.61,1.76,0.24
30.00,0.00,0.00,0.40,1.61,0.24
47.00,0.00,17.00,0.74,1.53,0.17
63.00,0.00,33.00,0.60,1.55,0.21
58.20,1.00,39.00,0.47,1.68,0.29
6.80,0.00,0.00,0.72,1.51,0.18
61.00,0.00,31.00,0.88,1.70,0.19
82.00,0.00,52.00,0.53,1.66,0.31
21.90,1.00,14.00,0.82,1.80,0.48
106.00,0.00,76.00,0.52,1.70,0.29
50.00,0.00,20.00,0.53,1.58,0.21
0.60,0.00,0.00,1.01,1.77,0.24
44.00,0.00,14.00,0.44,1.72,0.27
22.10,0.00,0.00,0.63,1.58,0.21
45.00,0.00,15.00,0.42,1.72,0.27
37.00,0.00,7.00,0.69,1.54,0.17
30.00,0.00,0.00,0.67,1.64,0.24
63.00,0.00,33.00,0.52,1.57,0.20
61.00,0.00,31.00,0.56,1.55,0.18
50.00,0.00,20.00,0.43,1.72,0.27
71.00,0.00,41.00,0.36,1.60,0.25
84.00,0.00,54.00,0.47,1.69,0.30
66.00,1.00,53.00,0.38,1.67,0.28
74.00,0.00,44.00,0.35,1.65,0.28
83.00,0.00,53.00,0.40,1.67,0.26
30.00,0.00,0.00,1.21,1.74,0.24
54.00,0.00,24.00,0.54,1.56,0.18
5.40,0.00,0.00,0.75,1.68,0.23
74.00,0.00,44.00,0.37,1.65,0.28
58.00,0.00,28.00,0.32,1.65,0.28
30.00,0.00,0.00,0.52,1.81,0.29
49.00,0.00,19.00,0.33,1.71,0.28
30.00,0.00,0.00,0.66,1.52,0.18
62.10,1.00,53.00,0.51,1.57,0.21
30.00,0.00,0.00,0.93,1.73,0.24
0.90,0.00,0.00,0.60,1.57,0.20
39.10,1.00,11.00,0.72,1.84,0.25
69.20,1.00,45.00,0.58,1.65,0.26
76.40,1.00,60.00,0.58,1.67,0.27
30.00,0.00,0.00,0.40,1.69,0.28
66.00,0.00,36.00,0.32,1.60,0.29
72.00,0.00,42.00,0.38,1.66,0.28
71.00,0.00,41.00,0.59,1.50,0.15
70.00,0.00,40.00,0.40,1.64,0.25
46.00,0.00,16.00,0.48,1.68,0.25
1.30,0.00,0.00,0.86,1.71,0.23
83.00,0.00,53.00,0.46,1.72,0.27
29.90,0.00,0.00,0.39,1.58,0.27
30.00,0.00,0.00,0.59,1.58,0.26
11.80,0.00,0.00,1.31,1.80,0.30
3.60,0.00,0.00,0.48,1.87,0.42
15.50,0.00,0.00,0.35,1.60,0.28
89.00,0.00,59.00,0.40,1.83,0.39
12.00,0.00,0.00,1.01,1.85,0.44
30.00,0.00,0.00,0.54,1.55,0.18
30.00,0.00,0.00,0.53,1.55,0.18
91.00,0.00,61.00,0.35,1.64,0.30
53.00,0.00,23.00,0.31,1.56,0.31
10.50,0.00,0.00,0.54,1.68,0.24
11.50,0.00,0.00,0.61,1.49,0.15
69.00,0.00,39.00,0.65,1.53,0.20
91.00,0.00,61.00,0.38,1.67,0.28
30.00,0.00,0.00,0.64,1.51,0.18
56.00,0.00,26.00,0.32,1.59,0.31
11.40,0.00,0.00,0.44,1.73,0.27
30.00,0.00,0.00,0.61,1.76,0.25
30.00,0.00,0.00,0.77,1.78,0.44
26.90,0.00,0.00,0.74,1.76,0.24
65.00,0.00,35.00,0.34,1.63,0.29
66.80,1.00,41.00,0.80,1.57,0.16
65.70,1.00,44.00,0.34,1.64,0.28
75.00,0.00,45.00,0.62,1.59,0.27
85.00,0.00,55.00,0.49,1.63,0.28
16.40,1.00,10.00,0.73,1.81,0.43
62.80,1.00,33.00,0.57,1.62,0.24
2.90,0.00,0.00,0.41,1.57,0.27
21.60,0.00,0.00,0.64,1.49,0.16
48.00,0.00,18.00,0.53,1.60,0.18
66.00,0.00,36.00,0.54,1.71,0.24
10.20,0.00,0.00,0.57,1.60,0.23
9.60,0.00,0.00,0.55,1.52,0.17
47.00,0.00,17.00,0.38,1.68,0.29
74.00,0.00,44.00,0.38,1.67,0.28
69.00,0.00,39.00,0.65,1.53,0.19
96.00,0.00,66.00,0.54,1.64,0.22
6.60,1.00,0.00,0.67,1.52,0.19
13.70,1.00,0.00,0.73,1.71,0.23
66.00,0.00,36.00,0.54,1.69,0.23
49.00,0.00,19.00,0.77,1.78,0.26
90.00,0.00,60.00,0.38,1.59,0.24
60.00,0.00,30.00,0.32,1.67,0.28
30.00,0.00,0.00,0.46,1.54,0.27
15.70,0.00,0.00,0.78,1.68,0.32
42.00,0.00,12.00,0.52,1.61,0.25
41.00,0.00,11.00,0.39,1.61,0.24
22.70,0.00,0.00,0.46,1.68,0.26
63.00,0.00,33.00,0.56,1.73,0.25
8.30,0.00,0.00,0.50,1.58,0.20
13.10,0.00,0.00,0.68,1.74,0.41
68.30,1.00,42.00,0.59,1.67,0.28
71.00,0.00,41.00,0.38,1.59,0.26
92.00,0.00,62.00,0.67,1.52,0.19
61.00,0.00,31.00,0.71,1.52,0.18
50.00,0.00,20.00,0.55,1.54,0.20
16.60,1.00,10.00,0.83,1.62,0.18
64.40,1.00,61.00,0.35,1.64,0.30
51.00,0.00,21.00,0.44,1.73,0.27
17.50,0.00,0.00,0.42,1.60,0.24
51.00,0.00,21.00,0.72,1.77,0.25
14.40,0.00,0.00,0.76,1.59,0.16
61.90,1.00,60.00,0.53,1.71,0.29
47.00,0.00,17.00,0.54,1.67,0.24
65.40,1.00,39.00,0.59,1.58,0.26
0.90,0.00,0.00,0.79,1.64,0.27
24.10,1.00,10.00,1.11,1.63,0.20
6.80,0.00,0.00,0.77,1.79,0.41
3.00,0.00,0.00,0.62,1.68,0.23
97.60,1.00,76.00,0.53,1.70,0.29
86.00,0.00,56.00,0.53,1.71,0.26
41.00,0.00,11.00,0.76,1.92,0.25
38.20,1.00,11.00,0.73,1.57,0.17
40.00,0.00,10.00,0.95,1.76,0.21
97.90,1.00,71.00,0.50,1.62,0.26
50.00,0.00,20.00,0.42,1.71,0.27
38.10,1.00,21.00,0.80,1.59,0.16
44.00,0.00,14.00,0.63,1.82,0.24
30.00,0.00,0.00,0.38,1.67,0.28
47.00,0.00,17.00,0.62,1.58,0.22
34.30,1.00,20.00,1.01,1.77,0.21
53.00,0.00,23.00,0.42,1.70,0.26
17.20,1.00,12.00,0.47,1.60,0.26
72.00,0.00,42.00,0.35,1.66,0.31
65.00,0.00,35.00,0.32,1.60,0.30
63.00,0.00,33.00,0.39,1.58,0.28
83.00,0.00,53.00,0.42,1.69,0.26
65.00,0.00,35.00,0.34,1.61,0.29
82.50,1.00,71.00,0.38,1.55,0.25
54.30,1.00,36.00,0.45,1.72,0.27
83.00,0.00,53.00,0.42,1.67,0.26
63.10,1.00,63.00,0.36,1.67,0.31
35.30,1.00,11.00,0.74,1.57,0.17
3.70,0.00,0.00,0.78,1.54,0.18
75.00,0.00,45.00,0.33,1.57,0.26
43.00,0.00,13.00,0.47,1.67,0.25
3.90,0.00,0.00,0.52,1.71,0.30
42.00,0.00,12.00,0.47,1.60,0.26
35.00,0.00,5.00,0.64,1.54,0.20
72.00,0.00,42.00,0.31,1.57,0.31
69.00,0.00,39.00,0.46,1.68,0.24
30.00,0.00,0.00,0.53,1.63,0.22
18.40,0.00,0.00,0.93,1.87,0.26
42.10,1.00,18.00,0.61,1.59,0.27
4.20,0.00,0.00,0.77,1.65,0.25
31.00,0.00,1.00,0.87,1.71,0.21
65.60,1.00,62.00,0.82,1.55,0.18
42.30,1.00,32.00,0.47,1.64,0.27
49.00,0.00,19.00,0.33,1.69,0.27
51.00,0.00,21.00,0.88,1.58,0.18
67.00,0.00,37.00,0.59,1.84,0.26
59.00,0.00,29.00,0.36,1.62,0.25
88.00,0.00,58.00,0.62,1.74,0.24
69.10,1.00,48.00,0.50,1.70,0.26
70.00,0.00,40.00,0.53,1.70,0.23
61.00,0.00,31.00,0.34,1.60,0.25
40.10,1.00,32.00,0.68,1.56,0.22
2.30,0.00,0.00,0.88,1.58,0.16
42.00,0.00,12.00,0.92,1.63,0.18
47.00,0.00,17.00,0.33,1.52,0.27
6.10,0.00,0.00,0.56,1.52,0.17
69.00,0.00,39.00,0.44,1.71,0.25
25.20,0.00,0.00,0.89,1.58,0.21
68.00,0.00,38.00,0.55,1.58,0.19
30.00,0.00,0.00,0.32,1.56,0.27
72.00,0.00,42.00,0.57,1.79,0.26
51.00,0.00,21.00,0.80,1.59,0.16
79.60,1.00,54.00,0.51,1.71,0.30
30.00,0.00,0.00,0.35,1.63,0.31
83.00,0.00,53.00,0.52,1.57,0.20
66.00,0.00,36.00,0.43,1.80,0.38
58.00,0.00,28.00,0.31,1.59,0.28
47.00,0.00,17.00,0.52,1.57,0.21
60.90,1.00,50.00,0.38,1.66,0.28
30.00,0.00,0.00,0.54,1.57,0.18
45.00,0.00,15.00,0.44,1.66,0.25
72.00,0.00,42.00,0.43,1.71,0.27
54.50,1.00,35.00,0.94,1.75,0.21
5.70,0.00,0.00,0.76,1.55,0.16
56.00,0.00,26.00,0.45,1.62,0.25
84.30,1.00,57.00,0.43,1.61,0.25
40.50,1.00,14.00,0.68,1.59,0.24
80.50,1.00,59.00,0.57,1.57,0.26
48.00,0.00,18.00,0.70,1.69,0.23
57.00,0.00,27.00,0.45,1.72,0.26
57.50,1.00,53.00,0.52,1.57,0.20
8.00,0.00,0.00,0.54,1.56,0.18
34.00,0.00,4.00,0.66,1.61,0.26
80.00,0.00,50.00,0.38,1.66,0.28
23.60,0.00,0.00,0.91,1.70,0.19
59.00,0.00,29.00,0.52,1.64,0.22
59.00,0.00,29.00,0.51,1.64,0.22
62.00,0.00,32.00,0.39,1.69,0.28
59.00,0.00,29.00,0.36,1.57,0.24
53.00,0.00,23.00,0.59,1.66,0.27
98.00,0.00,68.00,0.37,1.64,0.28
99.00,0.00,69.00,0.55,1.52,0.18
2.20,0.00,0.00,0.71,1.53,0.15
13.70,0.00,0.00,0.33,1.56,0.26
64.80,1.00,42.00,0.36,1.61,0.25
51.00,0.00,21.00,0.66,1.53,0.15
30.00,0.00,0.00,0.68,1.64,0.24
50.00,0.00,20.00,0.45,1.65,0.25
44.00,0.00,14.00,0.54,1.59,0.18
30.00,0.00,0.00,0.52,1.56,0.20
49.00,0.00,19.00,0.48,1.88,0.42
85.00,0.00,55.00,0.38,1.54,0.28
30.00,0.00,0.00,0.45,1.70,0.27
81.00,0.00,51.00,0.33,1.60,0.28
5.10,0.00,0.00,0.99,1.75,0.25
99.00,0.00,69.00,0.56,1.52,0.17
83.00,0.00,53.00,0.40,1.67,0.26
60.00,0.00,30.00,0.57,1.76,0.25
19.40,0.00,0.00,0.83,1.63,0.19
86.00,0.00,56.00,0.56,1.71,0.24
21.50,0.00,0.00,0.78,1.65,0.28
64.00,1.00,42.00,0.37,1.65,0.29
89.90,1.00,69.00,0.56,1.52,0.17
53.00,0.00,23.00,0.39,1.66,0.26
23.00,0.00,0.00,0.69,1.53,0.20
12.90,0.00,0.00,0.66,1.80,0.38
48.00,0.00,18.00,0.94,1.72,0.25
39.00,0.00,9.00,0.33,1.52,0.27
85.80,1.00,59.00,0.62,1.59,0.27
50.00,0.00,20.00,0.66,1.77,0.25
52.00,0.00,22.00,0.65,1.54,0.21
40.00,0.00,10.00,0.54,1.52,0.17
18.40,0.00,0.00,1.08,1.62,0.19
66.10,1.00,60.00,0.57,1.72,0.31
105.00,0.00,75.00,0.59,1.70,0.28
8.80,0.00,0.00,0.60,1.76,0.33
30.00,0.00,0.00,0.39,1.57,0.24
28.20,0.00,0.00,0.82,1.59,0.17
65.80,1.00,41.00,0.88,1.67,0.25
48.00,0.00,18.00,0.54,1.55,0.18
70.00,0.00,40.00,0.43,1.58,0.25
69.00,0.00,39.00,0.66,1.52,0.19
82.00,0.00,52.00,0.36,1.69,0.31
30.00,0.00,0.00,0.76,1.65,0.24
51.00,0.00,21.00,0.40,1.67,0.27
21.70,0.00,0.00,0.34,1.65,0.28
19.50,0.00,0.00,0.38,1.56,0.23
59.00,0.00,29.00,0.36,1.58,0.24
59.00,0.00,29.00,0.51,1.64,0.22
68.00,0.00,38.00,0.46,1.67,0.26
44.00,0.00,14.00,0.61,1.52,0.18
45.70,1.00,36.00,0.53,1.68,0.23
27.00,0.00,0.00,0.47,1.61,0.25
30.00,0.00,0.00,0.66,1.77,0.36
46.00,0.00,16.00,0.45,1.65,0.26
47.00,0.00,17.00,0.38,1.68,0.29
24.00,1.00,0.00,0.78,1.57,0.15
3.60,0.00,0.00,1.25,1.75,0.25
68.00,0.00,38.00,0.59,1.70,0.28
85.00,0.00,55.00,0.37,1.55,0.27
47.00,0.00,17.00,0.52,1.65,0.23
11.30,0.00,0.00,0.40,1.66,0.27
48.00,0.00,18.00,0.53,1.58,0.18
11.50,0.00,0.00,0.51,1.81,0.29
74.00,0.00,44.00,0.56,1.58,0.21
25.20,1.00,22.00,0.43,1.67,0.25
73.80,1.00,60.00,0.37,1.65,0.29
49.70,1.00,26.00,0.32,1.59,0.31
54.50,1.00,42.00,0.43,1.81,0.39
11.80,0.00,0.00,0.65,1.80,0.25
69.00,0.00,39.00,0.35,1.55,0.28
55.00,0.00,25.00,0.41,1.51,0.26
50.00,0.00,20.00,0.70,1.51,0.16
85.00,0.00,55.00,0.48,1.60,0.27
84.30,1.00,58.00,0.54,1.83,0.28
30.00,0.00,0.00,0.82,1.68,0.24
55.00,0.00,25.00,0.41,1.53,0.27
49.00,0.00,19.00,0.33,1.70,0.28
32.00,0.00,2.00,0.38,1.66,0.27
33.00,0.00,3.00,0.76,1.62,0.24
30.00,0.00,0.00,0.81,1.56,0.17
61.00,0.00,31.00,0.34,1.60,0.27
30.00,0.00,0.00,0.55,1.58,0.19
27.90,1.00,0.00,0.48,1.67,0.24
51.00,0.00,21.00,0.67,1.53,0.15
30.00,0.00,0.00,0.41,1.59,0.24
45.00,0.00,15.00,0.44,1.66,0.25
42.00,0.00,12.00,0.53,1.61,0.25
59.40,1.00,44.00,0.32,1.60,0.28
54.50,1.00,41.00,0.65,1.68,0.23
99.00,0.00,69.00,0.59,1.50,0.17
23.50,0.00,0.00,0.86,1.65,0.24
66.00,0.00,36.00,0.48,1.66,0.24
6.70,0.00,0.00,0.63,1.58,0.21
33.70,1.00,21.00,0.82,1.60,0.16
2.40,0.00,0.00,0.55,1.73,0.32
30.00,0.00,0.00,0.59,1.63,0.25
0.80,0.00,0.00,1.08,1.75,0.22
30.00,0.00,0.00,0.86,1.71,0.23
30.00,0.00,0.00,0.59,1.83,0.26
30.00,0.00,0.00,0.62,1.66,0.23
71.00,0.00,41.00,0.45,1.75,0.28
53.80,1.00,53.00,0.44,1.71,0.28
30.00,0.00,0.00,0.75,1.79,0.39
63.00,1.00,41.00,0.65,1.68,0.23
75.90,1.00,68.00,0.42,1.70,0.26
50.00,0.00,20.00,0.58,1.76,0.25
30.00,0.00,0.00,0.55,1.71,0.25
30.00,0.00,0.00,0.51,1.69,0.28
18.70,0.00,0.00,0.46,1.70,0.26
67.00,0.00,37.00,0.59,1.58,0.22
32.60,1.00,29.00,0.41,1.67,0.26
25.20,1.00,0.00,0.60,1.76,0.33
9.40,0.00,0.00,0.44,1.53,0.27
92.00,0.00,62.00,0.35,1.62,0.30
53.00,0.00,23.00,0.36,1.61,0.28
50.00,0.00,20.00,0.54,1.71,0.23
18.90,0.00,0.00,0.58,1.68,0.27
85.10,1.00,57.00,0.58,1.60,0.25
50.00,0.00,20.00,0.42,1.71,0.27
47.00,0.00,17.00,0.66,1.56,0.21
28.10,1.00,0.00,0.80,1.79,0.42
35.00,1.00,12.00,0.93,1.63,0.18
40.00,0.00,10.00,0.44,1.68,0.25
72.00,0.00,42.00,0.55,1.73,0.24
48.00,0.00,18.00,0.89,1.88,0.26
42.20,1.00,22.00,0.75,1.61,0.22
72.00,0.00,42.00,0.36,1.61,0.25
49.00,0.00,19.00,0.35,1.60,0.26
30.00,0.00,0.00,0.42,1.67,0.25
82.00,0.00,52.00,0.51,1.63,0.30
69.00,0.00,39.00,0.33,1.59,0.27
97.00,0.00,67.00,0.59,1.70,0.27
52.00,0.00,22.00,0.38,1.67,0.28
7.60,1.00,0.00,0.91,1.83,0.52
89.00,0.00,59.00,0.37,1.81,0.37
30.00,0.00,0.00,0.65,1.53,0.20
7.90,0.00,0.00,0.88,1.71,0.19
30.00,0.00,0.00,0.63,1.53,0.16
30.00,0.00,0.00,0.46,1.73,0.26
52.00,0.00,22.00,0.37,1.64,0.27
3.20,0.00,0.00,0.53,1.71,0.30
72.00,0.00,42.00,0.57,1.79,0.37
31.50,1.00,15.00,0.44,1.65,0.25
70.00,0.00,40.00,0.49,1.69,0.24
41.00,0.00,11.00,0.58,1.68,0.33
38.40,1.00,20.00,0.42,1.72,0.27
20.20,0.00,0.00,0.66,1.54,0.18
71.00,0.00,41.00,0.57,1.64,0.25
9.10,0.00,0.00,0.60,1.57,0.20
88.00,0.00,58.00,0.41,1.65,0.25
53.00,0.00,23.00,0.46,1.69,0.26
45.10,1.00,22.00,0.42,1.67,0.25
30.00,0.00,0.00,0.32,1.59,0.31
70.00,0.00,40.00,0.53,1.69,0.23
47.00,0.00,17.00,0.33,1.54,0.28
69.00,0.00,39.00,0.37,1.57,0.28
82.00,0.00,52.00,0.52,1.64,0.30
0.40,0.00,0.00,0.48,1.74,0.27
41.00,0.00,11.00,0.73,1.57,0.17
101.00,0.00,71.00,0.39,1.61,0.24
66.00,0.00,36.00,0.32,1.59,0.28
73.00,0.00,43.00,0.44,1.72,0.26
8.80,0.00,0.00,0.63,1.53,0.17
45.00,0.00,15.00,0.42,1.61,0.25
32.00,0.00,2.00,0.43,1.55,0.25
70.00,0.00,40.00,0.39,1.65,0.26
1.10,0.00,0.00,0.64,1.53,0.20
65.00,0.00,35.00,0.35,1.66,0.28
47.00,0.00,17.00,0.33,1.53,0.27
52.00,0.00,22.00,0.42,1.62,0.26
36.00,1.00,33.00,0.74,1.54,0.20
74.00,0.00,44.00,0.53,1.78,0.28
27.40,1.00,25.00,0.42,1.54,0.27
59.00,0.00,29.00,0.50,1.63,0.22
39.00,0.00,9.00,0.33,1.52,0.27
98.00,0.00,68.00,0.37,1.63,0.28
22.50,0.00,0.00,0.46,1.66,0.28
54.00,0.00,24.00,0.54,1.56,0.18
42.00,0.00,12.00,0.35,1.62,0.26
45.00,1.00,20.00,0.92,1.83,0.51
30.00,0.00,0.00,0.62,1.55,0.20
95.00,0.00,65.00,0.37,1.79,0.36
60.00,0.00,30.00,0.33,1.66,0.28
30.00,0.00,0.00,0.81,1.61,0.18
61.00,0.00,31.00,0.46,1.64,0.24
48.00,0.00,18.00,0.44,1.61,0.25
3.60,0.00,0.00,1.03,1.77,0.21
38.40,1.00,12.00,0.62,1.72,0.38
30.00,0.00,0.00,0.73,1.52,0.16
72.00,0.00,42.00,0.35,1.57,0.25
30.00,0.00,0.00,1.27,1.80,0.30
29.50,0.00,0.00,0.42,1.68,0.26
45.00,0.00,15.00,0.45,1.66,0.25
82.00,0.00,52.00,0.52,1.64,0.30
50.00,0.00,20.00,0.72,1.54,0.15
43.00,0.00,13.00,0.33,1.63,0.29
30.00,0.00,0.00,0.66,1.63,0.25
86.00,0.00,56.00,0.49,1.64,0.22
48.00,0.00,18.00,0.52,1.59,0.20
20.70,0.00,0.00,0.88,1.68,0.38
53.00,1.00,28.00,0.67,1.74,0.34
27.10,1.00,0.00,0.72,1.52,0.16
53.00,0.00,23.00,0.31,1.57,0.31
47.40,1.00,38.00,0.73,1.59,0.25
13.20,0.00,0.00,0.33,1.56,0.27
38.90,1.00,17.00,0.89,1.60,0.17
30.00,0.00,0.00,0.78,1.79,0.39
43.00,0.00,13.00,0.44,1.71,0.26
10.00,0.00,0.00,0.38,1.67,0.29
6.30,0.00,0.00,0.55,1.65,0.22
101.00,0.00,71.00,0.37,1.55,0.24
51.30,1.00,28.00,0.32,1.61,0.29
30.00,0.00,0.00,0.73,1.79,0.38
72.00,0.00,42.00,0.42,1.85,0.40
50.00,0.00,20.00,0.53,1.57,0.20
60.00,0.00,30.00,0.59,1.62,0.22
43.00,0.00,13.00,0.46,1.67,0.25
33.00,0.00,3.00,0.46,1.61,0.25
73.00,0.00,43.00,0.44,1.72,0.26
79.30,1.00,71.00,0.34,1.48,0.26
81.00,0.00,51.00,0.32,1.62,0.30
90.00,0.00,60.00,0.58,1.69,0.27
30.00,0.00,0.00,0.67,1.52,0.18
34.00,0.00,4.00,0.44,1.81,0.39
50.00,0.00,20.00,0.82,1.63,0.19
30.70,1.00,17.00,0.68,1.51,0.16
30.00,0.00,0.00,0.37,1.54,0.28
87.80,1.00,61.00,0.35,1.60,0.27
50.00,0.00,20.00,0.42,1.57,0.25
65.60,1.00,37.00,0.92,1.74,0.21
97.00,0.00,67.00,0.64,1.69,0.30
76.80,1.00,54.00,0.48,1.70,0.30
88.00,0.00,58.00,0.63,1.68,0.23
91.00,0.00,61.00,0.36,1.64,0.29
48.00,0.00,18.00,0.53,1.59,0.18
37.30,1.00,17.00,0.69,1.58,0.21
58.00,0.00,28.00,0.38,1.81,0.37
11.00,0.00,0.00,0.58,1.53,0.19
69.00,0.00,39.00,0.46,1.68,0.24
46.00,0.00,16.00,0.51,1.78,0.28
92.00,0.00,62.00,0.38,1.67,0.30
5.80,0.00,0.00,0.70,1.54,0.15
2.60,0.00,0.00,1.26,1.81,0.31
30.00,0.00,0.00,1.05,1.87,0.55
83.00,0.00,53.00,0.51,1.58,0.21
55.00,0.00,25.00,0.55,1.59,0.22
85.00,0.00,55.00,0.35,1.56,0.27
83.00,0.00,53.00,0.66,1.85,0.25
70.00,0.00,40.00,0.52,1.70,0.23
69.60,1.00,62.00,0.67,1.52,0.19
101.00,0.00,71.00,0.51,1.82,0.29
50.00,0.00,20.00,0.71,1.51,0.16
67.30,1.00,66.00,0.47,1.63,0.23
30.00,0.00,0.00,0.85,1.79,0.43
74.00,0.00,44.00,0.32,1.64,0.29
25.10,0.00,0.00,0.56,1.75,0.33
16.50,0.00,0.00,0.64,1.57,0.20
19.10,0.00,0.00,0.76,1.76,0.37
74.00,0.00,44.00,0.36,1.66,0.32
44.00,0.00,14.00,0.64,1.55,0.21
16.50,0.00,0.00,0.78,1.68,0.24
30.00,0.00,0.00,0.92,1.70,0.24
58.00,0.00,28.00,0.31,1.57,0.28
69.00,0.00,39.00,0.57,1.68,0.23
40.00,0.00,10.00,0.84,1.57,0.16
80.00,0.00,50.00,0.38,1.66,0.27
30.00,0.00,0.00,0.66,1.52,0.19
78.00,0.00,48.00,0.45,1.71,0.27
30.00,0.00,0.00,0.74,1.79,0.43
30.00,0.00,0.00,0.91,1.72,0.24
106.00,0.00,76.00,0.33,1.56,0.27
5.20,0.00,0.00,0.68,1.51,0.15
45.50,1.00,20.00,0.56,1.53,0.19
39.00,1.00,20.00,0.78,1.68,0.31
55.00,0.00,25.00,0.45,1.62,0.25
30.00,0.00,0.00,0.37,1.54,0.28
12.00,0.00,0.00,1.08,1.76,0.22
3.20,0.00,0.00,0.88,1.67,0.25
37.00,0.00,7.00,0.74,1.67,0.31
29.50,1.00,25.00,0.42,1.54,0.27
45.00,0.00,15.00,0.67,1.58,0.24
45.00,0.00,15.00,0.42,1.71,0.27
20.50,0.00,0.00,0.89,1.58,0.21
44.00,0.00,14.00,0.67,1.57,0.24
30.00,0.00,0.00,0.37,1.56,0.24
45.00,0.00,15.00,0.45,1.67,0.25
48.40,1.00,25.00,0.94,1.71,0.20
25.40,0.00,0.00,0.37,1.64,0.27
48.30,1.00,28.00,0.33,1.56,0.26
69.00,0.00,39.00,0.40,1.57,0.28
52.00,0.00,22.00,0.42,1.63,0.25
67.00,0.00,37.00,0.54,1.71,0.30
28.10,0.00,0.00,0.64,1.54,0.16
61.70,1.00,39.00,0.47,1.68,0.29
38.80,1.00,33.00,0.62,1.68,0.23
34.00,0.00,4.00,0.34,1.65,0.27
44.00,0.00,14.00,0.65,1.56,0.21
30.00,0.00,0.00,0.52,1.81,0.29
28.40,0.00,0.00,0.67,1.94,0.25
45.00,0.00,15.00,0.42,1.61,0.25
72.00,0.00,42.00,0.42,1.86,0.40
41.00,0.00,11.00,0.50,1.62,0.26
30.00,0.00,0.00,0.67,1.53,0.17
40.00,0.00,10.00,0.54,1.53,0.18
73.00,1.00,57.00,0.39,1.57,0.24
40.00,0.00,10.00,0.70,1.54,0.17
54.00,1.00,28.00,0.47,1.68,0.25
49.00,0.00,19.00,0.74,1.72,0.25
70.00,0.00,40.00,0.39,1.65,0.26
52.00,0.00,22.00,0.36,1.62,0.26
5.10,1.00,0.00,1.24,1.74,0.25
82.90,1.00,53.00,0.83,1.69,0.22
30.00,0.00,0.00,0.69,1.61,0.27
42.00,0.00,12.00,0.58,1.69,0.27
44.00,0.00,14.00,0.56,1.68,0.25
36.20,1.00,21.00,0.63,1.56,0.21
104.00,0.00,74.00,0.30,1.57,0.29
11.80,0.00,0.00,0.68,1.53,0.20
16.90,0.00,0.00,0.49,1.71,0.32
61.00,0.00,31.00,0.69,1.53,0.20
24.90,0.00,0.00,0.53,1.55,0.20
83.00,0.00,53.00,0.42,1.69,0.26
9.00,1.00,0.00,0.91,1.73,0.27
56.30,1.00,40.00,0.38,1.61,0.25
20.20,0.00,0.00,0.52,1.71,0.30
45.80,1.00,36.00,0.53,1.68,0.23
64.00,0.00,34.00,0.33,1.61,0.31
62.50,1.00,43.00,0.38,1.60,0.24
88.00,0.00,58.00,0.62,1.68,0.23
50.00,0.00,20.00,0.43,1.66,0.24
50.00,0.00,20.00,0.38,1.58,0.28
1.70,0.00,0.00,1.14,1.89,0.56
26.40,0.00,0.00,0.82,1.60,0.16
49.00,0.00,19.00,0.74,1.72,0.25
29.20,0.00,0.00,0.41,1.51,0.26
18.80,0.00,0.00,0.57,1.77,0.25
53.00,0.00,23.00,0.48,1.55,0.27
2.00,0.00,0.00,0.59,1.50,0.17
4.70,0.00,0.00,0.43,1.71,0.27
2.30,0.00,0.00,0.68,1.53,0.19
21.20,1.00,0.00,0.83,1.80,0.39
10.10,0.00,0.00,0.97,1.74,0.24
99.00,0.00,69.00,0.61,1.50,0.17
9.40,0.00,0.00,0.43,1.61,0.25
30.00,0.00,0.00,0.46,1.69,0.26
44.00,0.00,14.00,0.55,1.68,0.24
10.10,0.00,0.00,0.52,1.65,0.23
98.00,0.00,68.00,0.40,1.56,0.25
30.00,0.00,0.00,1.01,1.77,0.21
53.00,0.00,23.00,0.47,1.55,0.27
30.00,0.00,0.00,0.33,1.48,0.27
